player,card_type,listing_count
Steele Hall,Bowman Axis · Parallel,2
Steele Hall,Bowman In Action,17
Steele Hall,Bowman In Action · Mini Diamond /150,2
Steele Hall,Bowman Spotlight,3
Steele Hall,Chrome · Base,55
Steele Hall,Chrome · Refractor,53
Steele Hall,Chrome · Auto,33
Steele Hall,Chrome · Sky Blue /499 · Auto,11
Steele Hall,Chrome · Sky Blue /499,10
Steele Hall,Chrome · Purple /250 · Auto,8
Steele Hall,Chrome · Green /99 · Auto,7
Steele Hall,Chrome · Yellow /75 · Auto,6
Steele Hall,Chrome · Purple /250,5
Steele Hall,Chrome · Blue /150 · Auto,5
Steele Hall,Chrome · Aqua Reptilian,5
Steele Hall,Chrome · Aqua /125,4
Steele Hall,Chrome · Sparkle,4
Steele Hall,Chrome · X-Fractor,4
Steele Hall,Chrome · Green /99,4
Steele Hall,Chrome · Red /5,3
Steele Hall,Chrome · Orange /25,2
Steele Hall,Chrome · Blue /150,2
Steele Hall,Chrome · Gold /50 · Auto,2
Steele Hall,Chrome · Fuchsia Reptilian /199 · Auto,2
Steele Hall,Chrome · Parallel · Auto,1
Steele Hall,Chrome · Aqua /125 · Auto,1
Steele Hall,Chrome · Speckle Refractor,1
Steele Hall,Chrome · Sparkle · Auto,1
Steele Hall,Chrome · Gold /50,1
Steele Hall,Crystallized · Gold /50,3
Steele Hall,Etched in Glass,5
Steele Hall,Final Draft,4
Steele Hall,Snack-Pack,4
Taitn Gray,Base-Paper,6
Taitn Gray,Chrome · Auto,16
Taitn Gray,Chrome · Refractor,12
Taitn Gray,Chrome · Gold /50 · Auto,8
Taitn Gray,Chrome · Base,7
Taitn Gray,Chrome · Sky Blue /499,6
Taitn Gray,Chrome · Green /99,3
Taitn Gray,Chrome · Yellow /75 · Auto,3
Taitn Gray,Chrome · Sky Blue /499 · Auto,2
Taitn Gray,Chrome · Aqua /125 · Auto,2
Taitn Gray,Chrome · Green /99 · Auto,2
Taitn Gray,Chrome · Blue /150 · Auto,1
Taitn Gray,Snack-Pack,2
Tanner Franklin,Base-Paper,12
Tanner Franklin,Chrome · Purple /250 · Auto,14
Tanner Franklin,Chrome · Refractor,14
Tanner Franklin,Chrome · Blue /150,8
Tanner Franklin,Chrome · Green /99 · Auto,8
Tanner Franklin,Chrome · Sky Blue /499,8
Tanner Franklin,Chrome · Auto,8
Tanner Franklin,Chrome · Purple /250,7
Tanner Franklin,Chrome · Base,7
Tanner Franklin,Chrome · Green /99,6
Tanner Franklin,Chrome · Gold /50,4
Tanner Franklin,Chrome · Sky Blue /499 · Auto,4
Tanner Franklin,Chrome · X-Fractor,3
Tanner Franklin,Chrome · Gold /50 · Auto,2
Tanner Franklin,Chrome · Blue /150 · Auto,2
Tanner Franklin,Chrome · Parallel · Auto,2
Tanner Franklin,Chrome · Yellow /75,2
Tanner Franklin,Chrome · X-Fractor · Auto,2
Tanner Franklin,Chrome · Fuchsia Reptilian /199,1
Tanner Franklin,Chrome · Aqua /125,1
Tanner Franklin,Chrome · Aqua /125 · Auto,1
Tanner Franklin,Snack-Pack,3
Tate Southisene,Base-Paper,34
Tate Southisene,Bowman Draft Night,42
Tate Southisene,Bowman Draft Night · Orange /25,1
Tate Southisene,Bowman Draft Night /25,1
Tate Southisene,Bowman Spotlight,8
Tate Southisene,Bowman Spotlight · Red /5,1
Tate Southisene,Chrome · Refractor,32
Tate Southisene,Chrome · Base,29
Tate Southisene,Chrome · Auto,22
Tate Southisene,Chrome · Purple /250,8
Tate Southisene,Chrome · Sky Blue /499 · Auto,8
Tate Southisene,Chrome · Aqua /125 · Auto,4
Tate Southisene,Chrome · Blue /150 · Auto,4
Tate Southisene,Chrome · Sky Blue /499,3
Tate Southisene,Chrome · Blue /150,3
Tate Southisene,Chrome · Fuchsia Reptilian /199,3
Tate Southisene,Chrome · Green /99,3
Tate Southisene,Chrome · X-Fractor,2
Tate Southisene,Chrome · Aqua Reptilian,2
Tate Southisene,Chrome · Logo Refractor /35,2
Tate Southisene,Chrome · Yellow /75 · Auto,2
Tate Southisene,Chrome · Gold /50 · Auto,2
Tate Southisene,Chrome · Magenta Printing Plate,1
Tate Southisene,Chrome · Gold /50,1
Tate Southisene,Chrome · Orange /25,1
Tate Southisene,Chrome · Green /99 · Auto,1
Tate Southisene,Etched in Glass,6
Tate Southisene,Snack-Pack,2
Thayron Liranzo,Base-Paper,10
Thayron Liranzo,Chrome · Refractor,14
Thayron Liranzo,Chrome · Base,8
Thayron Liranzo,Chrome · Blue /150,6
Thayron Liranzo,Chrome · Sky Blue /499,3
Thayron Liranzo,Chrome · Green /99,3
Thayron Liranzo,Chrome · Yellow /75,2
Thayron Liranzo,Chrome · Purple /250,2
Thayron Liranzo,Chrome · Red /5,2
Thayron Liranzo,Chrome · Gold /50,1
Theo Gillen,Base-Paper,10
Theo Gillen,Bowman In Action,24
Theo Gillen,Chrome · Refractor,24
Theo Gillen,Chrome · Aqua /125,6
Theo Gillen,Chrome · Base,6
Theo Gillen,Chrome · Orange /25,2
Theo Gillen,Chrome · Green /99,2
Theo Gillen,Chrome · Blue /150,2
Theo Gillen,Chrome · X-Fractor,2
Theo Gillen,Chrome · Gold /50,1
Thomas White,Base-Paper,14
Thomas White,Chrome · Refractor,23
Thomas White,Chrome · Base,15
Thomas White,Chrome · Gold /50,2
Thomas White,Chrome · Sky Blue /499,2
Thomas White,Chrome · Steel Metal /100,2
Thomas White,Chrome · Blue /150,1
Thomas White,Chrome · Sparkle,1
Thomas White,Chrome · Logo Refractor /35,1
Thomas White,Chrome · Green /99,1
Thomas White,Chrome · Black Geometric /10,1
Tim Piasentin,Base-Paper,16
Tim Piasentin,Chrome · Blue /150,22
Tim Piasentin,Chrome · Base,10
Tim Piasentin,Chrome · Auto,8
Tim Piasentin,Chrome · Refractor,8
Tim Piasentin,Chrome · Sky Blue /499,7
Tim Piasentin,Chrome · Purple /250 · Auto,7
Tim Piasentin,Chrome · Logo Refractor /35,6
Tim Piasentin,Chrome · Aqua /125,5
Tim Piasentin,Chrome · X-Fractor,4
Tim Piasentin,Chrome · Purple /250,4
Tim Piasentin,Chrome · Blue /150 · Auto,4
Tim Piasentin,Chrome · Aqua /125 · Auto,4
Tim Piasentin,Chrome · Yellow /75,2
Tim Piasentin,Chrome · Sky Blue /499 · Auto,2
Tim Piasentin,Chrome · True Black /10,2
Tim Piasentin,Chrome · Yellow /75 · Auto,2
Tim Piasentin,Chrome · Sparkle · Auto,2
Tim Piasentin,Chrome · Aqua Reptilian,1
Tommy Troy,Base-Paper,6
Tommy Troy,Chrome · Refractor,24
Tommy Troy,Chrome · X-Fractor,10
Tommy Troy,Chrome · Base,10
Tommy Troy,Chrome · Sky Blue /499,5
Tommy Troy,Chrome · Purple /250,5
Tommy Troy,Chrome · Gold /50,3
Tommy Troy,Chrome · Blue /150,2
Tommy Troy,Chrome · Sparkle,2
Tommy Troy,Chrome · Mini Diamond,2
Tommy Troy,Chrome · Aqua /125,2
Tommy Troy,Chrome · Green /99,2
Tommy Troy,Chrome · Aqua Reptilian,2
Tommy White,Base-Paper,10
Tommy White,Chrome · Refractor,18
Tommy White,Chrome · Base,7
Tommy White,Chrome · Aqua /125,6
Tommy White,Chrome · Sky Blue /499,4
Tommy White,Chrome · Logo Refractor /35,3
Tommy White,Chrome · Red /5,2
Tommy White,Chrome · Blue /150,2
Tommy White,Chrome · Yellow /75,2
Tommy White,Chrome · Purple /250,2
Travis Bazzana,Base-Paper,16
Travis Bazzana,Chrome · Refractor,25
Travis Bazzana,Chrome · Base,17
Travis Bazzana,Chrome · Sky Blue /499,6
Travis Bazzana,Chrome · X-Fractor,5
Travis Bazzana,Chrome · Purple /250 · Auto,5
Travis Bazzana,Chrome · Green /99 · Auto,5
Travis Bazzana,Chrome · Yellow /75,4
Travis Bazzana,Chrome · Blue /150,2
Travis Bazzana,Chrome · Purple /250,2
Travis Bazzana,Chrome · Blue /150 · Auto,2
Travis Bazzana,Chrome · Steel Metal /100,2
Travis Bazzana,Chrome · Speckle Refractor,2
Travis Bazzana,Chrome · Mini Diamond,2
Travis Bazzana,Chrome · Black /73,1
Travis Bazzana,Chrome · Red /5,1
Travis Bazzana,Prized Prospects,57
Travis Bazzana,Prized Prospects · Gold /50,2
Travis Bazzana,Prized Prospects · Mini Diamond /150,1
Travis Bazzana,Prized Prospects /250,5
Travis Sykora,Base-Paper,8
Travis Sykora,Chrome · Refractor,31
Travis Sykora,Chrome · Base,9
Travis Sykora,Chrome · Sky Blue /499,7
Travis Sykora,Chrome · Green /99,5
Travis Sykora,Chrome · Aqua Reptilian,5
Travis Sykora,Chrome · X-Fractor,5
Travis Sykora,Chrome · Steel Metal /100,4
Travis Sykora,Chrome · Orange /25,2
Travis Sykora,Chrome · Blue /150,2
Travis Sykora,Chrome · Logo Refractor /35,1
Trevor Cohen,Base-Paper,8
Trevor Cohen,Chrome · Refractor,21
Trevor Cohen,Chrome · Auto,19
Trevor Cohen,Chrome · Gold /50 · Auto,10
Trevor Cohen,Chrome · Base,8
Trevor Cohen,Chrome · Purple /250 · Auto,4
Trevor Cohen,Chrome · Blue /150,4
Trevor Cohen,Chrome · X-Fractor,4
Trevor Cohen,Chrome · Aqua /125,4
Trevor Cohen,Chrome · Green /99,3
Trevor Cohen,Chrome · Sky Blue /499,3
Trevor Cohen,Chrome · Orange /25 · Auto,2
Trevor Cohen,Chrome · Sky Blue /499 · Auto,2
Trevor Cohen,Chrome · Blue /150 · Auto,2
Trevor Cohen,Chrome · Aqua /125 · Auto,1
Trevor Cohen,Chrome · Parallel · Auto,1
Ty Harvey,Base-Paper,6
Ty Harvey,Chrome · Auto,41
Ty Harvey,Chrome · Refractor,15
Ty Harvey,Chrome · Base,10
Ty Harvey,Chrome · Aqua /125 · Auto,8
Ty Harvey,Chrome · Sky Blue /499,6
Ty Harvey,Chrome · Purple /250 · Auto,5
Ty Harvey,Chrome · Sky Blue /499 · Auto,5
Ty Harvey,Chrome · Purple /250,3
Ty Harvey,Chrome · True Black /10 · Auto,2
Ty Harvey,Chrome · Gold /50,2
Ty Harvey,Chrome · Green /99,2
Ty Harvey,Chrome · Yellow /75,2
Ty Harvey,Chrome · Black Geometric /10,2
Ty Harvey,Chrome · X-Fractor · Auto,2
Ty Harvey,Chrome · Orange /25 · Auto,2
Ty Harvey,Chrome · X-Fractor,1
Ty Harvey,Snack-Pack,2
Tyler Bremner,Base-Paper,59
Tyler Bremner,Bowman In Action,17
Tyler Bremner,Bowman In Action · Mini Diamond /150,2
Tyler Bremner,Bowman In Action · Lava /75 · Auto,2
Tyler Bremner,Bowman In Action · Green /99,1
Tyler Bremner,Bowman In Action /150,2
Tyler Bremner,Bowman In Action /99 · Auto,4
Tyler Bremner,Bowman In Action /99,2
Tyler Bremner,Bowman Spotlight,5
Tyler Bremner,Chrome · Base,73
Tyler Bremner,Chrome · Refractor,65
Tyler Bremner,Chrome · Auto,35
Tyler Bremner,Chrome · Green /99,6
Tyler Bremner,Chrome · X-Fractor,6
Tyler Bremner,Chrome · Aqua /125,6
Tyler Bremner,Chrome · Blue /150,5
Tyler Bremner,Chrome · Sky Blue /499,4
Tyler Bremner,Chrome · Yellow /75 · Auto,4
Tyler Bremner,Chrome · Yellow /75,3
Tyler Bremner,Chrome · Blue /150 · Auto,3
Tyler Bremner,Chrome · Purple /250 · Auto,3
Tyler Bremner,Chrome · Sky Blue /499 · Auto,2
Tyler Bremner,Chrome · Steel Metal /100,2
Tyler Bremner,Chrome · Purple /250,2
Tyler Bremner,Chrome · Parallel · Auto,2
Tyler Bremner,Chrome · Green /99 · Auto,2
Tyler Bremner,Chrome · Sparkle,1
Tyler Bremner,Chrome · Fuchsia Reptilian /199,1
Tyler Bremner,Chrome · Aqua /125 · Auto,1
Tyler Bremner,Chrome Prospect College Variations,2
Tyler Bremner,Crystallized,3
Tyler Bremner,Crystallized · Gold /50,1
Tyler Bremner,Etched in Glass,4
Tyler Bremner,Final Draft,5
Tyler Bremner,Image Variations,6
Tyson Lewis,Base-Paper,14
Tyson Lewis,Chrome · Refractor,18
Tyson Lewis,Chrome · Base,14
Tyson Lewis,Chrome · Sky Blue /499,6
Tyson Lewis,Chrome · Red /5,5
Tyson Lewis,Chrome · Black /73,2
Tyson Lewis,Chrome · X-Fractor,2
Tyson Lewis,Chrome · Gold /50,2
Tyson Lewis,Chrome · Blue /150,1
Walker Janek,Base-Paper,8
Walker Janek,Chrome · Refractor,22
Walker Janek,Chrome · Base,13
Walker Janek,Chrome · Purple /250,4
Walker Janek,Chrome · Sky Blue /499,3
Walker Janek,Chrome · Green /99,3
Walker Janek,Chrome · Fuchsia Reptilian /199,2
Walker Janek,Chrome · Aqua /125,2
Walker Janek,Chrome · Orange /25,2
Walker Janek,Chrome · Aqua Reptilian,2
Walker Janek,Chrome · Red /5,2
Walker Janek,Chrome · Gold /50,1
Walker Janek,Chrome · Blue /150,1
Walker Janek,Snack-Pack,2
Walker Jenkins,Base-Paper,12
Walker Jenkins,Bowman Axis · Base,45
Walker Jenkins,Bowman Axis · Mini Diamond,5
Walker Jenkins,Bowman Axis · Gold,4
Walker Jenkins,Chrome · Refractor,24
Walker Jenkins,Chrome · Base,10
Walker Jenkins,Chrome · Sky Blue /499,6
Walker Jenkins,Chrome · Green /99,3
Walker Jenkins,Chrome · Orange /25,3
Walker Jenkins,Chrome · Sparkle,3
Walker Jenkins,Chrome · Speckle Refractor,2
Walker Jenkins,Chrome · X-Fractor,2
Walker Jenkins,Chrome · Yellow /75,2
Walker Jenkins,Chrome · Black Geometric /10,2
Xavier Neyens,Base-Paper,40
Xavier Neyens,Base-Paper · Black Border,1
Xavier Neyens,Bowman Axis · Base,46
Xavier Neyens,Bowman Axis · Parallel,6
Xavier Neyens,Bowman Axis · Red,1
Xavier Neyens,Bowman Axis · Mini Diamond,1
Xavier Neyens,Bowman Axis · Gold,1
Xavier Neyens,Bowman Draft Night,54
Xavier Neyens,Bowman Draft Night · Green /99,3
Xavier Neyens,Bowman Draft Night · Mini Diamond /150,1
Xavier Neyens,Bowman Draft Night /99 · Auto,1
Xavier Neyens,Bowman In Action,12
Xavier Neyens,Bowman In Action · Mini Diamond /150,5
Xavier Neyens,Bowman In Action · Orange /25,2
Xavier Neyens,Bowman In Action · Blue /150,2
Xavier Neyens,Bowman In Action · Purple /250,1
Xavier Neyens,Bowman In Action /199,1
Xavier Neyens,Bowman In Action /99,1
Xavier Neyens,Chrome · Refractor,55
Xavier Neyens,Chrome · Auto,37
Xavier Neyens,Chrome · Base,35
Xavier Neyens,Chrome · Sky Blue /499,19
Xavier Neyens,Chrome · Purple /250 · Auto,18
Xavier Neyens,Chrome · X-Fractor,9
Xavier Neyens,Chrome · Fuchsia Reptilian /199 · Auto,8
Xavier Neyens,Chrome · Blue /150 · Auto,8
Xavier Neyens,Chrome · Sapphire,8
Xavier Neyens,Chrome · Green /99 · Auto,7
Xavier Neyens,Chrome · Green /99,6
Xavier Neyens,Chrome · Aqua /125,6
Xavier Neyens,Chrome · Blue /150,6
Xavier Neyens,Chrome · Yellow /75,5
Xavier Neyens,Chrome · Gold /50 · Auto,5
Xavier Neyens,Chrome · Aqua Reptilian,5
Xavier Neyens,Chrome · Black /73 · Auto,4
Xavier Neyens,Chrome · Fuchsia Reptilian /199,4
Xavier Neyens,Chrome · Sky Blue /499 · Auto,4
Xavier Neyens,Chrome · Purple /250,3
Xavier Neyens,Chrome · Aqua /125 · Auto,3
Xavier Neyens,Chrome · Orange /25,3
Xavier Neyens,Chrome · Yellow /75 · Auto,3
Xavier Neyens,Chrome · Parallel · Auto,3
Xavier Neyens,Chrome · Steel Metal /100,2
Xavier Neyens,Chrome · Gold /50,2
Xavier Neyens,Chrome · Sparkle,1
Xavier Neyens,Etched in Glass,5
Xavier Neyens,Snack-Pack,1
Yandel Ricardo,Base-Paper,6
Yandel Ricardo,Chrome · Refractor,18
Yandel Ricardo,Chrome · Base,8
Yandel Ricardo,Chrome · Green /99,4
Yandel Ricardo,Chrome · Yellow /75,4
Yandel Ricardo,Chrome · Sky Blue /499,3
Yandel Ricardo,Chrome · Steel Metal /100,2
Yandel Ricardo,Chrome · Aqua /125,2
Yandel Ricardo,Chrome · Blue /150,1
Yohandy Morales,Base-Paper,8
Yohandy Morales,Chrome · Refractor,20
Yohandy Morales,Chrome · Base,12
Yohandy Morales,Chrome · Yellow /75,7
Yohandy Morales,Chrome · Blue /150,6
Yohandy Morales,Chrome · Sky Blue /499,6
Yohandy Morales,Chrome · Green /99,2
Yohandy Morales,Chrome · X-Fractor,2
Yohandy Morales,Chrome · Red /5,2
Yohandy Morales,Chrome · Fuchsia Reptilian /199,1
Yolfran Castillo,Base-Paper,27
Yolfran Castillo,Chrome · Refractor,44
Yolfran Castillo,Chrome · Base,16
Yolfran Castillo,Chrome · Yellow /75,10
Yolfran Castillo,Chrome · Green /99,8
Yolfran Castillo,Chrome · Blue /150,5
Yolfran Castillo,Chrome · Logo Refractor /35,5
Yolfran Castillo,Chrome · X-Fractor,4
Yolfran Castillo,Chrome · Purple /250,3
Yolfran Castillo,Chrome · Fuchsia Reptilian /199,3
Yolfran Castillo,Chrome · Aqua /125,3
Yolfran Castillo,Chrome · Sky Blue /499,2
Yolfran Castillo,Chrome · Speckle Refractor,1
Yolfran Castillo,Chrome · Gold /50,1
Zach Root,Base-Paper,27
Zach Root,Chrome · Auto,58
Zach Root,Chrome · Refractor,26
Zach Root,Chrome · Base,14
Zach Root,Chrome · Sky Blue /499 · Auto,10
Zach Root,Chrome · Blue /150 · Auto,8
Zach Root,Chrome · Sky Blue /499,6
Zach Root,Chrome · Aqua /125,4
Zach Root,Chrome · Orange /25 · Auto,4
Zach Root,Chrome · Green /99 · Auto,4
Zach Root,Chrome · X-Fractor · Auto,3
Zach Root,Chrome · Blue /150,2
Zach Root,Chrome · Orange /25,2
Zach Root,Chrome · X-Fractor,2
Zach Root,Chrome · Sparkle · Auto,2
Zach Root,Chrome · Purple /250 · Auto,2
Zach Root,Chrome · Fuchsia Reptilian /199 · Auto,2
Zach Root,Chrome · Yellow /75,1
Zach Root,Chrome · Gold /50 · Auto,1
Zach Root,Chrome · Black /73 · Auto,1
Zach Root,Chrome · Refractor · Auto,1
Zach Root,Chrome · Red /5 · Auto,1
Zach Root,Chrome · Printing Plate /1 · Auto,1
Zach Root,Snack-Pack,1
Zyhir Hope,Final Draft,1
